status,book_id,book_title,book_author,source,source_id,match_score,matched_title,matched_author,cover_url,isbn_10,isbn_13,fields_to_update
updated,015a24f0-f8b6-4e4c-999f-9aec1f30e288,Poor Charlie's Almanack,Charlie Munger,google_books,2unAEAAAQBAJ,0.9573,Poor Charlie’s Almanack,Charles T. Munger,https://books.google.com/books/content?id=2unAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1953953247,9781953953247,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,587442f2-4cbe-4840-b8dc-09e1c8b1cc72,Essentialism,Greg McKeown,google_books,YWlcAgAAQBAJ,1.0,Essentialism,Greg McKeown,https://books.google.com/books/content?id=YWlcAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0753550288,9780753550281,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,b65baef7-d7db-4c00-b9cb-72b10c335dcb,"Guns, Germs, and Steel",Jared Diamond,google_books,_BrB7kg19RgC,1.0,"Guns, Germs and Steel",Jared Diamond,https://books.google.com/books/content?id=_BrB7kg19RgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1448180201,9781448180202,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,aee47d5d-3de5-43e0-b16a-9b4ec67676ce,Quiet,Susan Cain,google_books,O6gZJa9kdlYC,1.0,Quiet,Susan Cain,https://books.google.com/books/content?id=O6gZJa9kdlYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0141970170,9780141970172,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,cc8c7418-ee24-46b3-af65-e75bafbefa0d,The 7 Habits of Highly Effective People,Stephen R. Covey,google_books,upUxaNWSaRIC,1.0,The 7 Habits of Highly Effective People,Stephen R. Covey,https://books.google.com/books/content?id=upUxaNWSaRIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0743272455,9780743272452,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,5da66fdb-3c91-4de4-ad40-b6310637038c,Thinking in Bets,Annie Duke,google_books,VcouDwAAQBAJ,1.0,Thinking in Bets,Annie Duke,https://books.google.com/books/content?id=VcouDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0735216363,9780735216365,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,25408361-d929-4a66-a082-c143b73ed1b7,The Martian,Andy Weir,google_books,P7g_rgEACAAJ,1.0,The Martian,Andy Weir,https://books.google.com/books/content?id=P7g_rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0606367209,9780606367202,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,fcc1cd68-7862-4270-8aa6-4342e712e531,Originals,Adam Grant,google_books,E-4hswEACAAJ,1.0,Originals,Adam Grant,https://books.google.com/books/content?id=E-4hswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0753556979,9780753556979,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,5caf3ef2-757f-49f9-abc2-2757bd3404b8,The Art of War,Sun Tzu,google_books,jET7MAAACAAJ,1.0,The Art of War,Sun Tzu,https://books.google.com/books/content?id=jET7MAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1540497895,9781540497895,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,181d9d8a-2264-4367-a590-f2b94de5700e,The Ride of a Lifetime,Robert Iger,google_books,LFqTDwAAQBAJ,1.0,The Ride of a Lifetime,Robert Iger,https://books.google.com/books/content?id=LFqTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1473543754,9781473543751,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,90707eb3-5034-4594-9d88-ade35b1b6b9d,Bird by Bird,Anne Lamott,google_books,W3egDwAAQBAJ,1.0,Bird by Bird,Anne Lamott,https://books.google.com/books/content?id=W3egDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,178689856X,9781786898562,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,3ddc5266-a660-4295-8a9c-3742892f3674,Endurance,Alfred Lansing,google_books,dUh_AAAAMAAJ,1.0,Endurance,Alfred Lansing,https://books.google.com/books/content?id=dUh_AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,078670621X,9780786706211,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,d388d262-72b6-49b8-b782-1c7114e25fcc,Anna Karenina,Leo Tolstoy,google_books,GwBdEQAAQBAJ,1.0,Anna Karenina,Leo Tolstoy,https://books.google.com/books/content?id=GwBdEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3956761782,9783956761782,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,ab40a96e-e6e9-4be0-a036-69599afc7ed8,Crossing the Chasm,Geoffrey A. Moore,google_books,BvG1EQAAQBAJ,1.0,Crossing the Chasm,Geoffrey A. Moore,https://books.google.com/books/content?id=BvG1EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1841120634,9781841120638,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,b9745d25-068e-4a99-968a-afd335acb518,Homo Deus,Yuval Noah Harari,open_library,/works/OL37486679W,1.0,Homo Deus,Yuval Noah Harari,https://covers.openlibrary.org/b/id/15174691-L.jpg,8466361421,9788466361422,cover_image_url | description | isbn_10 | isbn_13 | language | last_enriched_at | open_library_id | page_count | publisher
updated,dc57462a-1c59-4c32-9f22-beffa17a590e,Ready Player One,Ernest Cline,google_books,8qs1-ypf7e0C,1.0,Ready Player One,Ernest Cline,https://books.google.com/books/content?id=8qs1-ypf7e0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1446493830,9781446493830,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,0b683abd-e9b8-489d-be50-83dfcb7f1642,The Better Angels of Our Nature,Steven Pinker,google_books,c3cWa-GnsfMC,1.0,The Better Angels of Our Nature,Steven Pinker,https://books.google.com/books/content?id=c3cWa-GnsfMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0141959746,9780141959740,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,1e59c64a-67ad-4483-9685-9cb4ca9cc163,The Courage to Be Disliked,Ichiro Kishimi,google_books,2xfj0QEACAAJ,0.9184,The Courage to Be Disliked: The Life Changing Multi-Million Copy Global Bestseller,Ichiro Kishimi,https://books.google.com/books/content?id=2xfj0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1805467034,9781805467038,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,fe589a04-00bb-45b5-9ad1-fcd510056aaf,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,google_books,uIETEv37kDoC,1.0,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,https://books.google.com/books/content?id=uIETEv37kDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0553277472,9780553277470,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,c5b103b4-4418-4ed2-bef5-54490bb7b443,Animal Farm,George Orwell,google_books,73wp7OGyZbAC,1.0,Animal Farm,George Orwell,https://books.google.com/books/content?id=73wp7OGyZbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1412811902,9781412811903,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,b01d6858-69d4-4f23-938f-7e629035649c,Antifragile,Nassim Nicholas Taleb,google_books,5fqbz_qGi0AC,1.0,Antifragile,Nassim Nicholas Taleb,https://books.google.com/books/content?id=5fqbz_qGi0AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0679645276,9780679645276,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,f94bad20-772d-48a9-a37b-c94d5c912818,Brave New World,Aldous Huxley,google_books,ksY-EQAAQBAJ,1.0,Brave New World,Aldous Huxley,https://books.google.com/books/content?id=ksY-EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3150092841,9783150092842,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,47a61259-67fd-40c3-9a42-6cae1ad55077,The Hitchhiker's Guide to the Galaxy,Douglas Adams,google_books,DmUr6q1EDYMC,1.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams,https://books.google.com/books/content?id=DmUr6q1EDYMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0330513087,9780330513081,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,687821c6-fb62-4210-ae66-c032107b4d50,The ThreeBody Problem,Cixin Liu,google_books,S3ct0QEACAAJ,0.7853,3 Body Problem 01,Cixin Liu,,3689503140,9783689503147,google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count
updated,76f2c02f-b37c-4604-a178-f8efef846fd5,The Rational Optimist,Matt Ridley,google_books,iTjvHTCdbTkC,1.0,The Rational Optimist,Matt Ridley,https://books.google.com/books/content?id=iTjvHTCdbTkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0007378904,9780007378906,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
low_confidence,a21cd9dc-acd7-457d-b287-4a4808928a53,Tools of Titans,Tim Ferriss,google_books,eln3wQEACAAJ,0.7148,Summary of Tools of Titans by Tim Ferriss,Quick Reads,,154015159X,9781540151599,description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at
updated,0589b675-2a35-4043-9d83-9549409aad70,The 48 Laws of Power,Robert Greene,google_books,afCxg5sogvAC,1.0,The 48 Laws of Power,Robert Greene,https://books.google.com/books/content?id=afCxg5sogvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1101042451,9781101042458,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,803410f1-8ce6-4f03-919d-4295911b75f3,The Black Swan,Nassim Nicholas Taleb,google_books,Wu1MJmle10YC,1.0,The Black Swan,Nassim Nicholas Taleb,https://books.google.com/books/content?id=Wu1MJmle10YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0141906200,9780141906201,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,06bb673f-b772-46bb-9269-ea7710fdeb7a,The Great Gatsby,F. Scott Fitzgerald,google_books,d_qpCwAAQBAJ,1.0,The Great Gatsby,F. Scott Fitzgerald,https://books.google.com/books/content?id=d_qpCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1509831401,9781509831401,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,7473b0d0-bb3b-4893-a71a-16ba205d4edc,Elon Musk,Ashlee Vance,google_books,_LFSBgAAQBAJ,1.0,Elon Musk,Ashlee Vance,https://books.google.com/books/content?id=_LFSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0753550660,9780753550663,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,32bffaf6-802d-4719-a541-b13373d9f09a,High Growth Handbook,Elad Gil,google_books,iRnBEAAAQBAJ,1.0,High Growth Handbook,Elad Gil,https://books.google.com/books/content?id=iRnBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1953953379,9781953953377,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,cf1c6817-8589-401a-8b3e-6e95d18987d9,The Intelligent Investor,Benjamin Graham,google_books,Rk13rgEACAAJ,1.0,The Intelligent Investor,Benjamin Graham,https://books.google.com/books/content?id=Rk13rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0062312685,9780062312686,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,5b283bcc-2fc4-4513-8430-b3c2d033e923,Rich Dad Poor Dad,Robert T Kiyosaki,google_books,kRqeDwAAQBAJ,0.9184,Rich Dad Poor Dad - What the Rich Teach Their Kids About Money,Robert T. Kiyosaki,https://books.google.com/books/content?id=kRqeDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0359727891,9780359727896,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,e5c30a2b-a4d9-459d-8268-79ef99543e72,The Road,Cormac McCarthy,google_books,WIKrD-GKehQC,1.0,The Road,Cormac McCarthy,https://books.google.com/books/content?id=WIKrD-GKehQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0330472755,9780330472753,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,c6976c93-d7c6-48b4-8ac5-60d278f7e764,"Creativity, Inc.",Ed Catmull,open_library,/works/OL23361858W,1.0,"Creativity, Inc",Ed Catmull,https://covers.openlibrary.org/b/id/12671747-L.jpg,9044966723,9789044966725,cover_image_url | description | isbn_10 | isbn_13 | language | last_enriched_at | open_library_id | page_count | publisher
updated,6abd0496-1fbd-4c08-a5d6-a368c107e43d,Enlightenment Now,Steven Pinker,google_books,2JzrswEACAAJ,1.0,Enlightenment Now,Steven Pinker,https://books.google.com/books/content?id=2JzrswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1432853163,9781432853167,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
updated,71b66bd7-00f8-4fb2-a78b-f47409681927,One Hundred Years of Solitude,Gabriel Garcia Marquez,google_books,RyGVAgAAQBAJ,1.0,One Hundred Years of Solitude,Gabriel Garcia Marquez,https://books.google.com/books/content?id=RyGVAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0241968593,9780241968598,cover_image_url | description | google_books_id | isbn_10 | isbn_13 | language | last_enriched_at | page_count | publisher
