status,object_path,filename,public_url,book_id,book_title,book_author,old_cover_image_url
updated,Gap Selling.png,Gap Selling.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Gap%20Selling.png,e69fd61e-2beb-4729-90a7-7888524fe5d2,Gap Selling,Keenan,Gap Selling.png
updated,Generation Kill.png,Generation Kill.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Generation%20Kill.png,6e89d5fb-52ca-46ff-8a12-998561185f9a,Generation Kill,Evan Wright,Generation Kill.png
updated,Genius.png,Genius.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Genius.png,b7728133-1ede-43ae-99d0-7f783f43f06a,Genius,Richard Rudd,Genius.png
updated,Genius.png,Genius.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Genius.png,9e5c7882-ffba-417a-a4b4-9019c9743d83,Genius,Eysenck,Genius.png
updated,Genius.png,Genius.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Genius.png,69919622-7677-4ac4-985f-4ec859451026,Genius,Graham Masterton,Genius.png
updated,Genius.png,Genius.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Genius.png,7b501c62-00a7-41d1-bae6-5e0ee14ff748,Genius,James Gleick,Genius.png
updated,Genius.png,Genius.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Genius.png,4996d227-a4a6-485a-a19d-7039d4286f2e,Genius,Hans Jürgen Eysenck,Genius.png
updated,"George, Nicholas and Wilhelm.png","George, Nicholas and Wilhelm.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/George%2C%20Nicholas%20and%20Wilhelm.png,216d0a12-316b-4f76-9cd9-dade6db44642,"George, Nicholas and Wilhelm",Miranda Carter,"George, Nicholas and Wilhelm.png"
updated,Get Some Headspace.png,Get Some Headspace.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Get%20Some%20Headspace.png,787c8be7-755d-443c-aa7e-2e03bfae2b18,Get Some Headspace,Andy Puddicombe,Get Some Headspace.png
updated,Getting Everything You Can Out of All You've Got.png,Getting Everything You Can Out of All You've Got.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Getting%20Everything%20You%20Can%20Out%20of%20All%20You%27ve%20Got.png,84984ccc-4dcb-4992-bea6-a8c6d8633bb0,Getting Everything You Can Out of All You've Got,Jay Abraham,Getting Everything You Can Out of All You've Got.png
updated,Getting Schooled.png,Getting Schooled.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Getting%20Schooled.png,ff68523a-9640-4569-bcb2-075c1b6368da,Getting Schooled,Ali Parker,Getting Schooled.png
updated,Getting Schooled.png,Getting Schooled.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Getting%20Schooled.png,62dd495b-bfee-42c7-a02b-f66404a9a952,Getting Schooled,Emma Chase,Getting Schooled.png
updated,Getting To Maybe.png,Getting To Maybe.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Getting%20To%20Maybe.png,0b26db9c-aa57-4a4e-b06c-1987e213c732,Getting To Maybe,Richard Michael Fischl,Getting To Maybe.png
updated,Giant Days Vol. 1.png,Giant Days Vol. 1.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Giant%20Days%20Vol.%201.png,d663b1f1-0edc-4a27-a6fd-ebefd61724fa,Giant Days Vol. 1,John Allison,Giant Days Vol. 1.png
updated,Gipsy Moth Circles the World.png,Gipsy Moth Circles the World.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Gipsy%20Moth%20Circles%20the%20World.png,bde6e7d8-30e2-4740-973d-c03a50e8be4e,Gipsy Moth Circles the World,Francis Chichester,Gipsy Moth Circles the World.png
updated,Give Me Back My Bones!.png,Give Me Back My Bones!.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Give%20Me%20Back%20My%20Bones%21.png,562d9ca0-9d64-4e9d-a4ab-b82c4630897d,Give Me Back My Bones!,Kim Norman,Give Me Back My Bones!.png
updated,Glass Shore.png,Glass Shore.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Glass%20Shore.png,8df1a95f-5a3b-4eec-8eb7-f0a14f228654,Glass Shore,Sinéad Gleeson,Glass Shore.png
updated,Glute Lab.png,Glute Lab.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Glute%20Lab.png,99cf7436-1974-45cd-9b17-aa819b6b4f69,Glute Lab,Bret Contreras,Glute Lab.png
updated,Gods of Jade and Shadow.png,Gods of Jade and Shadow.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Gods%20of%20Jade%20and%20Shadow.png,b93b5eec-6fea-49c4-a209-9436f82b81e8,Gods of Jade and Shadow,Silvia MorenoGarcia,Gods of Jade and Shadow.png
updated,Good Omens.png,Good Omens.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Good%20Omens.png,c247a23d-c98a-4978-81a8-45ad51f57705,Good Omens,Terry Pratchett,Good Omens.png
updated,Good Omens.png,Good Omens.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Good%20Omens.png,90c33bd6-a1af-4422-bd60-1c594baf51ce,Good Omens,Neil Gaiman,Good Omens.png
updated,"Goodnight Punpun, Vol. 1.png","Goodnight Punpun, Vol. 1.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Goodnight%20Punpun%2C%20Vol.%201.png,ca38cda6-9dc1-4760-97c3-d59c13ddabfb,"Goodnight Punpun, Vol. 1",Inio Asano,"Goodnight Punpun, Vol. 1.png"
updated,Gosnell.png,Gosnell.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Gosnell.png,4497df98-ebbe-4a05-9a55-7d46ec14b6e1,Gosnell,Ann McElhinney,Gosnell.png
updated,Grant's Dissector.png,Grant's Dissector.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Grant%27s%20Dissector.png,2280e280-a6ac-4556-b967-7bcc99c203a4,Grant's Dissector,Alan J. Detton,Grant's Dissector.png
updated,Great Giants Stories Every Young Fan Should Know.png,Great Giants Stories Every Young Fan Should Know.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Great%20Giants%20Stories%20Every%20Young%20Fan%20Should%20Know.png,fcb511df-b082-4975-a8c8-81979df4b9a1,Great Giants Stories Every Young Fan Should Know,Julie Jackson,Great Giants Stories Every Young Fan Should Know.png
updated,"Green River, Running Red.png","Green River, Running Red.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Green%20River%2C%20Running%20Red.png,b8f95bd8-0f1f-418b-a1d4-861937116c59,"Green River, Running Red",Ann Rule,"Green River, Running Red.png"
updated,Grimspace.png,Grimspace.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Grimspace.png,e371cdcc-75ef-42d6-a7c1-7300d624c20f,Grimspace,Ann Aguirre,Grimspace.png
updated,Hacking Leadership.png,Hacking Leadership.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hacking%20Leadership.png,e826001b-5934-435e-9e98-090e3015900d,Hacking Leadership,Joe Sanfelippo,Hacking Leadership.png
updated,Halmoni and the Picnic.png,Halmoni and the Picnic.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Halmoni%20and%20the%20Picnic.png,8897cdd3-836c-41f4-9ef8-43a09753b690,Halmoni and the Picnic,Sook Nyul Choi,Halmoni and the Picnic.png
updated,Hand Over Hand.png,Hand Over Hand.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hand%20Over%20Hand.png,b344691b-269c-435f-848f-7e264c07215c,Hand Over Hand,Alma Fullerton,Hand Over Hand.png
updated,Hands of Stone.png,Hands of Stone.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hands%20of%20Stone.png,183a03da-8183-4cf3-8247-5c6d2ce1c267,Hands of Stone,Christian Giudice,Hands of Stone.png
updated,Happier.png,Happier.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Happier.png,e818ace9-5a23-4161-add1-7c760180fedb,Happier,Tal BenShahar,Happier.png
updated,"Happy Hippo, Angry Duck.png","Happy Hippo, Angry Duck.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Happy%20Hippo%2C%20Angry%20Duck.png,702f2f47-af46-4508-8aca-a9a73255655f,"Happy Hippo, Angry Duck",Sandra Boynton,"Happy Hippo, Angry Duck.png"
updated,Harrison's Principles of Internal Medicine.png,Harrison's Principles of Internal Medicine.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Harrison%27s%20Principles%20of%20Internal%20Medicine.png,5119229d-2304-4bca-933b-914e51fba2e9,Harrison's Principles of Internal Medicine,Joseph Loscalzo,Harrison's Principles of Internal Medicine.png
updated,Harrison's Principles of Internal Medicine.png,Harrison's Principles of Internal Medicine.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Harrison%27s%20Principles%20of%20Internal%20Medicine.png,5554ef55-b162-447b-bd9a-5ddb225ea220,Harrison's Principles of Internal Medicine,Dennis Kasper,Harrison's Principles of Internal Medicine.png
updated,Haven.png,Haven.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Haven.png,99e397eb-02ab-4e16-9df2-90036cee430f,Haven,Kay Hooper,Haven.png
updated,Haven.png,Haven.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Haven.png,18ea67d1-252f-468d-b504-c26a1a09f4c8,Haven,Rebekah Weatherspoon,Haven.png
updated,Head First Php & Mysql.png,Head First Php & Mysql.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Head%20First%20Php%20%26%20Mysql.png,c7897b96-2f47-4908-a166-42883b0ab4af,Head First Php & Mysql,Lynn Beighley,Head First Php & Mysql.png
updated,Heartstopper.png,Heartstopper.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Heartstopper.png,ac711bc2-002c-414a-990f-078c936cad4f,Heartstopper,Joy Fielding,Heartstopper.png
updated,Heartstopper.png,Heartstopper.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Heartstopper.png,baa1cbb1-7e51-454c-9cf3-52730b004667,Heartstopper,Lauren Landish,Heartstopper.png
updated,Heartstopper.png,Heartstopper.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Heartstopper.png,2ce4dd7f-f265-4294-8a37-56dcc6f5dd68,Heartstopper,Alice Oseman,Heartstopper.png
updated,Hellhound on His Trail.png,Hellhound on His Trail.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hellhound%20on%20His%20Trail.png,71cfb8c5-cfda-4035-9e20-65739df6a89e,Hellhound on His Trail,Hampton Sides,Hellhound on His Trail.png
updated,"Hello, He Lied & Other Tales from the Hollywood Trenches.png","Hello, He Lied & Other Tales from the Hollywood Trenches.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hello%2C%20He%20Lied%20%26%20Other%20Tales%20from%20the%20Hollywood%20Trenches.png,03a0db00-f3b0-4604-9b90-54d027d82c1f,"Hello, He Lied & Other Tales from the Hollywood Trenches",Lynda Obst,"Hello, He Lied & Other Tales from the Hollywood Trenches.png"
updated,Her Mouth as Souvenir.png,Her Mouth as Souvenir.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Her%20Mouth%20as%20Souvenir.png,3a46faf7-c87b-48a6-a9e6-f0c165e8cdeb,Her Mouth as Souvenir,Heather June Gibbons,Her Mouth as Souvenir.png
updated,"Hey, Whipple, Squeeze This.png","Hey, Whipple, Squeeze This.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hey%2C%20Whipple%2C%20Squeeze%20This.png,927b36fc-ca3a-4583-9d3a-9e97257fe857,"Hey, Whipple, Squeeze This",Luke Sullivan,"Hey, Whipple, Squeeze This.png"
updated,High Percentage Fishing.png,High Percentage Fishing.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/High%20Percentage%20Fishing.png,d7ab585c-4a2f-41a1-8863-a70109d3c763,High Percentage Fishing,Josh Alwine,High Percentage Fishing.png
updated,"High School Debut, Vol. 1.png","High School Debut, Vol. 1.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/High%20School%20Debut%2C%20Vol.%201.png,4f792409-cea4-4d71-ae6b-47cb1d051e43,"High School Debut, Vol. 1",Kazune Kawahara,"High School Debut, Vol. 1.png"
updated,HighPerformance Java Persistence.png,HighPerformance Java Persistence.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/HighPerformance%20Java%20Persistence.png,a625a290-413c-4474-adfd-6e8574307c86,HighPerformance Java Persistence,Vlad Mihalcea,HighPerformance Java Persistence.png
updated,HighTech HighTouch Recruiting.png,HighTech HighTouch Recruiting.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/HighTech%20HighTouch%20Recruiting.png,043dbcee-f3d0-4ccc-b9da-1207f85ecac0,HighTech HighTouch Recruiting,Barbara Bruno,HighTech HighTouch Recruiting.png
updated,Hold On to Your Kids.png,Hold On to Your Kids.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hold%20On%20to%20Your%20Kids.png,8bf56e0f-0635-4570-9f30-70bd1467761b,Hold On to Your Kids,Dr. Gabor Maté,Hold On to Your Kids.png
updated,Hold On to Your Kids.png,Hold On to Your Kids.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Hold%20On%20to%20Your%20Kids.png,fc6567f4-0d28-4945-9143-15f2ebd3da9f,Hold On to Your Kids,Gordon Neufeld,Hold On to Your Kids.png
updated,Holding Their Own.png,Holding Their Own.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Holding%20Their%20Own.png,2d8c926c-380e-42aa-8629-905faef4e97b,Holding Their Own,Joe Nobody,Holding Their Own.png
updated,House of Earth and Blood.png,House of Earth and Blood.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/House%20of%20Earth%20and%20Blood.png,bf3b23f7-d336-48e0-b871-4daf836cf577,House of Earth and Blood,Sarah J. Maas,House of Earth and Blood.png
updated,How Buildings Learn.png,How Buildings Learn.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20Buildings%20Learn.png,610fb6a5-42f1-40ac-adba-5cbc9f82a822,How Buildings Learn,Stewart Brand,How Buildings Learn.png
updated,How Do You Say I Love You.png,How Do You Say I Love You.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20Do%20You%20Say%20I%20Love%20You.png,fcb2f097-b770-49dd-a704-f90964f13975,How Do You Say I Love You,Hannah Eliot,How Do You Say I Love You.png
updated,How to Be Parisian Wherever You Are.png,How to Be Parisian Wherever You Are.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Be%20Parisian%20Wherever%20You%20Are.png,84157160-a4a1-46b0-8b80-00b3074cf409,How to Be Parisian Wherever You Are,Anne Berest,How to Be Parisian Wherever You Are.png
updated,How to Be Parisian Wherever You Are.png,How to Be Parisian Wherever You Are.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Be%20Parisian%20Wherever%20You%20Are.png,6ccbc8b3-89cf-4f5a-a297-ab1836223619,How to Be Parisian Wherever You Are,Anne Berest et al.,How to Be Parisian Wherever You Are.png
updated,How to Day Trade for a Living.png,How to Day Trade for a Living.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Day%20Trade%20for%20a%20Living.png,e898a16c-db1b-467e-8fae-ebb09af48bec,How to Day Trade for a Living,Andrew Aziz,How to Day Trade for a Living.png
updated,How to Give Up Plastic.png,How to Give Up Plastic.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Give%20Up%20Plastic.png,201837fe-8319-4676-a6dd-e0573a1f7fd4,How to Give Up Plastic,Will McCallum,How to Give Up Plastic.png
updated,How to Housebreak Your Dog in 7 Days.png,How to Housebreak Your Dog in 7 Days.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Housebreak%20Your%20Dog%20in%207%20Days.png,c6fb5e89-bb91-4f83-b955-6f106b9861a1,How to Housebreak Your Dog in 7 Days,Shirlee Kalstone,How to Housebreak Your Dog in 7 Days.png
updated,How to Marry a Millionaire Vampire.png,How to Marry a Millionaire Vampire.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Marry%20a%20Millionaire%20Vampire.png,09823f8d-e494-40c9-a436-4643e52914d5,How to Marry a Millionaire Vampire,Kerrelyn Sparks,How to Marry a Millionaire Vampire.png
updated,How to Stay Alive in the Woods.png,How to Stay Alive in the Woods.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Stay%20Alive%20in%20the%20Woods.png,64bc1fb0-bbd0-45d8-88b6-41883e149547,How to Stay Alive in the Woods,Bradford Angier,How to Stay Alive in the Woods.png
updated,How to Think about Weird Things.png,How to Think about Weird Things.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/How%20to%20Think%20about%20Weird%20Things.png,4b3f34ab-3260-435d-854f-30330f2c8437,How to Think about Weird Things,"Theodore Schick, Lewis Vaughn",How to Think about Weird Things.png
updated,Human Design Activation Guide.png,Human Design Activation Guide.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Design%20Activation%20Guide.png,50f299ef-1f5f-4d64-8de3-2d932441b8a1,Human Design Activation Guide,Karen Curry Parker,Human Design Activation Guide.png
updated,Human Design.png,Human Design.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Design.png,63371eb0-19e7-4092-82e1-5398135cadae,Human Design,"Ra Uru Hu, Lynda Bunnell",Human Design.png
updated,Human Design.png,Human Design.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Design.png,d544e411-45f0-4d5d-9764-7d4cf998b23d,Human Design,Chetan Parkyn,Human Design.png
updated,Human Physiology.png,Human Physiology.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Physiology.png,1e2313b0-cb42-4e5f-b91b-7dbaa1396764,Human Physiology,Dee Silverthorn,Human Physiology.png
updated,Human Physiology.png,Human Physiology.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Physiology.png,24287094-c5c0-43a2-8e51-437f7a62d098,Human Physiology,Stuart Fox,Human Physiology.png
updated,Human Physiology.png,Human Physiology.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Human%20Physiology.png,635bc669-b09a-48f6-affc-35a4a2597ba2,Human Physiology,,Human Physiology.png
updated,I Am That Girl.png,I Am That Girl.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%20Am%20That%20Girl.png,362a982d-32ef-4cf0-aeeb-9573892e8108,I Am That Girl,Alexis Jones,I Am That Girl.png
updated,I Dream Of Dinner (So You Don't Have To).png,I Dream Of Dinner (So You Don't Have To).png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%20Dream%20Of%20Dinner%20%28So%20You%20Don%27t%20Have%20To%29.png,38d38bed-6e2a-425b-87bd-a31a21842983,I Dream Of Dinner (So You Don't Have To),Ali Slagle,I Dream Of Dinner (So You Don't Have To).png
updated,I Promise You.png,I Promise You.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%20Promise%20You.png,2b3102ed-745e-41e8-b40b-aa3cd3a415b0,I Promise You,Ilsa MaddenMills,I Promise You.png
updated,I'm Dying Up Here.png,I'm Dying Up Here.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%27m%20Dying%20Up%20Here.png,c42eddfc-e392-4553-b57e-e70d9c86e6a6,I'm Dying Up Here,William Knoedelseder,I'm Dying Up Here.png
updated,I'm New Here.png,I'm New Here.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%27m%20New%20Here.png,96614126-c766-4377-a898-feebc2bd9ced,I'm New Here,Anne Sibley O'Brien,I'm New Here.png
updated,"I'm in Love with the Villainess Manga, Vol. 1.png","I'm in Love with the Villainess Manga, Vol. 1.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/I%27m%20in%20Love%20with%20the%20Villainess%20Manga%2C%20Vol.%201.png,99c6b57e-a6c3-4bff-bb53-08769e262aa8,"I'm in Love with the Villainess Manga, Vol. 1",Inori,"I'm in Love with the Villainess Manga, Vol. 1.png"
updated,Identifying and Managing Project Risk.png,Identifying and Managing Project Risk.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Identifying%20and%20Managing%20Project%20Risk.png,e971d976-f8cd-469c-9fbe-dd416fdc8ec0,Identifying and Managing Project Risk,Tom Kendrick,Identifying and Managing Project Risk.png
updated,Idol Thoughts.png,Idol Thoughts.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Idol%20Thoughts.png,a5f109d7-211c-42bd-b326-7673b071a189,Idol Thoughts,"J. S. Lee, Ji Soo Lee",Idol Thoughts.png
updated,Illustration Play.png,Illustration Play.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Illustration%20Play.png,459d0326-1131-4aff-ad4d-43425ed5a112,Illustration Play,Victionary,Illustration Play.png
updated,In the Name of the Volk.png,In the Name of the Volk.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/In%20the%20Name%20of%20the%20Volk.png,7022dfe5-b9fe-4302-9fec-9861f9ce4b0e,In the Name of the Volk,H. W. Koch,In the Name of the Volk.png
updated,Infinite Possibilities.png,Infinite Possibilities.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Infinite%20Possibilities.png,0e617236-5971-41af-b9fa-98846879166e,Infinite Possibilities,Mike Dooley,Infinite Possibilities.png
updated,Infinite Possibilities.png,Infinite Possibilities.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Infinite%20Possibilities.png,1572fe5d-4b33-4c10-aece-7b6733ee4ec6,Infinite Possibilities,Lisa Renee Jones,Infinite Possibilities.png
updated,Intermittent Fasting Diet Guide and Cookbook.png,Intermittent Fasting Diet Guide and Cookbook.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Intermittent%20Fasting%20Diet%20Guide%20and%20Cookbook.png,8424ff5f-9320-4840-8c7c-e4fc4061fd2b,Intermittent Fasting Diet Guide and Cookbook,Becky Gillaspy,Intermittent Fasting Diet Guide and Cookbook.png
updated,Into The Woods.png,Into The Woods.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Into%20The%20Woods.png,115b9251-edbb-4b57-844e-2d20d31f4c46,Into The Woods,John Yorke,Into The Woods.png
updated,Into the Jungle.png,Into the Jungle.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Into%20the%20Jungle.png,cae15d40-c8d9-4655-85d5-f7fc9d7518ad,Into the Jungle,Erica Ferencik,Into the Jungle.png
updated,Into the Void Pacific.png,Into the Void Pacific.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Into%20the%20Void%20Pacific.png,8cf539a7-4d9a-45d4-b24c-db2db673c84d,Into the Void Pacific,Andrew Shanken,Into the Void Pacific.png
updated,Isabella Blow.png,Isabella Blow.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Isabella%20Blow.png,9bbde817-c113-4e53-aa2e-2cb350688d57,Isabella Blow,Lauren Goldstein Crowe,Isabella Blow.png
updated,Italian American.png,Italian American.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Italian%20American.png,7309667b-a0db-483d-a611-c0b1c7f4654f,Italian American,"Angie Rito, Scott Tacinelli",Italian American.png
updated,"Jab, Jab, Jab, Right Hook.png","Jab, Jab, Jab, Right Hook.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Jab%2C%20Jab%2C%20Jab%2C%20Right%20Hook.png,533ba0e3-b855-48f5-9797-df0a828829e5,"Jab, Jab, Jab, Right Hook",Gary Vaynerchuk,"Jab, Jab, Jab, Right Hook.png"
updated,James Madison.png,James Madison.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/James%20Madison.png,cc4820b9-3761-4efa-b4b2-da10bc75b902,James Madison,Lynne Cheney,James Madison.png
updated,Java Performance Companion.png,Java Performance Companion.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Java%20Performance%20Companion.png,0b66590d-f128-4a42-9d80-9f957ffccb90,Java Performance Companion,"Charlie Hunt, Poonam Parhar, Bengt Rutisson, Monica Beckwith",Java Performance Companion.png
updated,JavaScript.png,JavaScript.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/JavaScript.png,e951a264-58c3-41d9-bea6-bf9a132061e3,JavaScript,David Flanagan,JavaScript.png
updated,JavaScript.png,JavaScript.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/JavaScript.png,33f34627-ad07-4021-8b6a-2606f7ec8ec1,JavaScript,Douglas Crockford,JavaScript.png
updated,Jock Rule.png,Jock Rule.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Jock%20Rule.png,3eb1f62e-aa83-4e77-a3fd-a11e15dabb3d,Jock Rule,Sara Ney,Jock Rule.png
updated,John Thompson's Modern Course for the Piano.png,John Thompson's Modern Course for the Piano.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/John%20Thompson%27s%20Modern%20Course%20for%20the%20Piano.png,d81c6680-80cf-4780-9230-f5c8dff7387c,John Thompson's Modern Course for the Piano,John Thompson,John Thompson's Modern Course for the Piano.png
