status,object_path,filename,public_url,book_id,book_title,book_author,old_cover_image_url
updated,1 2 3 Make a s'more with me.png,1 2 3 Make a s'more with me.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/1%202%203%20Make%20a%20s%27more%20with%20me.png,bbffc6f7-1094-4092-8227-563b17a08679,1 2 3 Make a s'more with me,Elizabeth Gauthier,1 2 3 Make a s'more with me.png
updated,100 Classic Hikes Colorado.png,100 Classic Hikes Colorado.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/100%20Classic%20Hikes%20Colorado.png,92325277-6f11-4e2d-b0e3-9f8da2158570,100 Classic Hikes Colorado,Scott Warren,100 Classic Hikes Colorado.png
updated,100 Dives of a Lifetime.png,100 Dives of a Lifetime.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/100%20Dives%20of%20a%20Lifetime.png,9cb8c9c8-436a-487d-b979-e97862e41c15,100 Dives of a Lifetime,Carrie Miller,100 Dives of a Lifetime.png
updated,19141918.png,19141918.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/19141918.png,e5a884a4-841f-4dd0-b1ad-9c07fb60a640,19141918.0,D. Stevenson,19141918.png
updated,4 A.M. Breakthrough.png,4 A.M. Breakthrough.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/4%20A.M.%20Breakthrough.png,0ee6b97a-a7a2-4bdc-ae00-c7a8d49e9b70,4 A.M. Breakthrough,Brian Kiteley,4 A.M. Breakthrough.png
updated,50 Artists You Should Know.png,50 Artists You Should Know.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/50%20Artists%20You%20Should%20Know.png,9dbdbc00-fe28-42e9-8c5f-f9b0078083b2,50 Artists You Should Know,Thomas Koester,50 Artists You Should Know.png
updated,96 Great Interview Questions to Ask Before You Hire.png,96 Great Interview Questions to Ask Before You Hire.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/96%20Great%20Interview%20Questions%20to%20Ask%20Before%20You%20Hire.png,fc54b972-03af-4563-a9e5-17bb53ecc96b,96 Great Interview Questions to Ask Before You Hire,Paul Falcone,96 Great Interview Questions to Ask Before You Hire.png
updated,A Big Mooncake for Little Star.png,A Big Mooncake for Little Star.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Big%20Mooncake%20for%20Little%20Star.png,67fa46e3-5ca2-4d75-a7ce-45154d1ef78c,A Big Mooncake for Little Star,Grace Lin,A Big Mooncake for Little Star.png
updated,A Billionaire Affair (Passion Grove).png,A Billionaire Affair (Passion Grove).png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Billionaire%20Affair%20%28Passion%20Grove%29.png,4f8f91f0-0679-45ca-bcaa-c872a0e8a402,A Billionaire Affair (Passion Grove),Niobia Bryant,A Billionaire Affair (Passion Grove).png
updated,A Boy Like You.png,A Boy Like You.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Boy%20Like%20You.png,46684888-ed0d-444c-8dda-c35526cd2ca8,A Boy Like You,Frank Murphy,A Boy Like You.png
updated,A Brief History of Seven Killings.png,A Brief History of Seven Killings.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Brief%20History%20of%20Seven%20Killings.png,4cd388ea-7853-4300-aed2-dbda8d5887ec,A Brief History of Seven Killings,Marlon James,A Brief History of Seven Killings.png
updated,A Court of Thorns and Roses.png,A Court of Thorns and Roses.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Court%20of%20Thorns%20and%20Roses.png,9a22703d-e439-417c-8a5d-8e116ab0c507,A Court of Thorns and Roses,Sarah J. Maas,A Court of Thorns and Roses.png
updated,A Field Guide to Medicinal Plants and Herbs of Eastern and Central North American.png,A Field Guide to Medicinal Plants and Herbs of Eastern and Central North American.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Field%20Guide%20to%20Medicinal%20Plants%20and%20Herbs%20of%20Eastern%20and%20Central%20North%20American.png,1079e6d0-12f0-4c85-96d1-d0215f9b0626,A Field Guide to Medicinal Plants and Herbs of Eastern and Central North American,Steven Foster,A Field Guide to Medicinal Plants and Herbs of Eastern and Central North American.png
updated,A Fish Out of Water.png,A Fish Out of Water.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Fish%20Out%20of%20Water.png,485ff6d0-7ecd-4de6-a71b-60bee8e54d91,A Fish Out of Water,Helen Palmer,A Fish Out of Water.png
updated,A Fortunate Life.png,A Fortunate Life.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Fortunate%20Life.png,88760c34-17a7-4799-9c13-a872dfe0610b,A Fortunate Life,A. B. Facey,A Fortunate Life.png
updated,A Grand Bed Adventure.png,A Grand Bed Adventure.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Grand%20Bed%20Adventure.png,b597d452-73ee-4a9e-8496-f66081af391e,A Grand Bed Adventure,A. M. Marcus,A Grand Bed Adventure.png
updated,A History of New York in 101 Objects.png,A History of New York in 101 Objects.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20History%20of%20New%20York%20in%20101%20Objects.png,9b217ff0-2c6c-4c59-96b2-e903c66a3272,A History of New York in 101 Objects,Sam Roberts,A History of New York in 101 Objects.png
updated,A Kid's Guide to San Francisco.png,A Kid's Guide to San Francisco.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Kid%27s%20Guide%20to%20San%20Francisco.png,361a174d-ba54-4024-aaa8-e5bc48b23f81,A Kid's Guide to San Francisco,Sara Day,A Kid's Guide to San Francisco.png
updated,A Long Petal of the Sea.png,A Long Petal of the Sea.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Long%20Petal%20of%20the%20Sea.png,2e8dd5e3-e8dd-41a0-8088-8cc0b3c263bc,A Long Petal of the Sea,Isabel Allende,A Long Petal of the Sea.png
updated,A New History of Western Philosophy.png,A New History of Western Philosophy.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20New%20History%20of%20Western%20Philosophy.png,0e122bea-63c0-4424-a702-a393b12ce074,A New History of Western Philosophy,Anthony Kenny,A New History of Western Philosophy.png
updated,A Soldier of the Great War.png,A Soldier of the Great War.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Soldier%20of%20the%20Great%20War.png,ea24b86f-d5d7-4754-8fd5-0e452c05d501,A Soldier of the Great War,Mark Helprin,A Soldier of the Great War.png
updated,A Sting in the Tale.png,A Sting in the Tale.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Sting%20in%20the%20Tale.png,2d75da80-ea24-4c1f-ad54-284f1be80fb2,A Sting in the Tale,Dave Goulson,A Sting in the Tale.png
updated,A Storm of Witchcraft.png,A Storm of Witchcraft.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Storm%20of%20Witchcraft.png,d9c76029-1b77-437d-8ce3-6e371a4142a2,A Storm of Witchcraft,Emerson W. Baker,A Storm of Witchcraft.png
updated,A Thread of Grace.png,A Thread of Grace.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/A%20Thread%20of%20Grace.png,f12f4a50-6438-4db5-9f54-ddba3a0c72d8,A Thread of Grace,Mary Doria Russell,A Thread of Grace.png
updated,AP Art History with Online Tests.png,AP Art History with Online Tests.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/AP%20Art%20History%20with%20Online%20Tests.png,633d6fd8-31bc-4c0b-8312-5274eaebbacd,AP Art History with Online Tests,John B. Nici M. A.,AP Art History with Online Tests.png
updated,Accidentally Engaged.png,Accidentally Engaged.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Accidentally%20Engaged.png,86801bca-5ea5-4e47-a790-079be5ea8349,Accidentally Engaged,Farah Heron,Accidentally Engaged.png
updated,Accidentally Wes Anderson.png,Accidentally Wes Anderson.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Accidentally%20Wes%20Anderson.png,43095d3e-c0c7-46a0-84c6-f1b8debdc64f,Accidentally Wes Anderson,Wally Koval,Accidentally Wes Anderson.png
updated,Afghan Knits.png,Afghan Knits.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Afghan%20Knits.png,c8a3e8bb-611f-4fe9-baaf-a724612f77fa,Afghan Knits,Martin Storey,Afghan Knits.png
updated,Alcatraz1259.png,Alcatraz1259.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Alcatraz1259.png,e1921281-1beb-42eb-806c-135293ede6a6,Alcatraz1259,William G. Baker,Alcatraz1259.png
updated,Alcestis.png,Alcestis.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Alcestis.png,dc615092-466e-4e88-b299-c4b28b832c8d,Alcestis,Katharine Beutner,Alcestis.png
updated,Algorithms Unlocked.png,Algorithms Unlocked.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Algorithms%20Unlocked.png,0dec5d86-b46f-46d5-b0c7-5a900a7d335e,Algorithms Unlocked,Thomas H. Cormen,Algorithms Unlocked.png
updated,Alicia.png,Alicia.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Alicia.png,ac436a2f-0fae-4b82-ba3b-4393af1e8d20,Alicia,Alicia ApplemanJurman,Alicia.png
updated,"All About Asset Allocation, Second Edition.png","All About Asset Allocation, Second Edition.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/All%20About%20Asset%20Allocation%2C%20Second%20Edition.png,0622db5d-6c83-4a62-a924-79f041c81196,"All About Asset Allocation, Second Edition",Richard Ferri,"All About Asset Allocation, Second Edition.png"
updated,All Our Wrong Todays.png,All Our Wrong Todays.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/All%20Our%20Wrong%20Todays.png,ef6ed3c9-6c0d-49d8-a059-5e4210908a34,All Our Wrong Todays,Elan Mastai,All Our Wrong Todays.png
updated,All the Single Ladies.png,All the Single Ladies.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/All%20the%20Single%20Ladies.png,5e728b8a-7b92-4719-9517-8ec0baeeec8d,All the Single Ladies,Rebecca Traister,All the Single Ladies.png
updated,Along Came a Spider.png,Along Came a Spider.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Along%20Came%20a%20Spider.png,9300da98-0b03-4bfd-9d28-f28b2c04926c,Along Came a Spider,James Patterson,Along Came a Spider.png
updated,American Girl Cooking.png,American Girl Cooking.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/American%20Girl%20Cooking.png,89edc9c4-d3b6-4184-8e5d-fa625d2e43ee,American Girl Cooking,"WilliamsSonoma, American Girl",American Girl Cooking.png
updated,American Sphinx.png,American Sphinx.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/American%20Sphinx.png,e2df50ff-bca3-40cd-a3c4-cd7253526269,American Sphinx,Joseph J. Ellis,American Sphinx.png
updated,Amy Wu and the Patchwork Dragon.png,Amy Wu and the Patchwork Dragon.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Amy%20Wu%20and%20the%20Patchwork%20Dragon.png,d2c70c0c-ab95-4113-b7af-725702697e90,Amy Wu and the Patchwork Dragon,Kat Zhang,Amy Wu and the Patchwork Dragon.png
updated,An Actor Prepares.png,An Actor Prepares.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/An%20Actor%20Prepares.png,b1365120-c5b8-4b07-af8c-95835331ebbb,An Actor Prepares,Constantin Stanislavsky,An Actor Prepares.png
updated,An Actor Prepares.png,An Actor Prepares.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/An%20Actor%20Prepares.png,37b237ef-a4a0-4160-9c29-34efc5bb69a5,An Actor Prepares,Constantin Stanislavski,An Actor Prepares.png
updated,An Artist of the Floating World.png,An Artist of the Floating World.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/An%20Artist%20of%20the%20Floating%20World.png,2452f310-83e6-4cc8-9634-8d47c45b48ed,An Artist of the Floating World,Kazuo Ishiguro,An Artist of the Floating World.png
updated,An Echo in the Bone.png,An Echo in the Bone.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/An%20Echo%20in%20the%20Bone.png,4d753ebc-1a5c-4697-b543-406d32c6cfda,An Echo in the Bone,Diana Gabaldon,An Echo in the Bone.png
updated,And the Band Played On.png,And the Band Played On.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/And%20the%20Band%20Played%20On.png,9d31320b-1f2d-4855-a80f-1f64d5783624,And the Band Played On,Randy Shilts,And the Band Played On.png
updated,Andy Warhol.png,Andy Warhol.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Andy%20Warhol.png,39a934db-710d-4ca6-a3b0-f7e57d0c39e0,Andy Warhol,Richard B. Woodward,Andy Warhol.png
updated,Anger.png,Anger.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Anger.png,de8c0d1c-653c-4204-92bb-3d98ac7167d1,Anger,Gary Chapman,Anger.png
updated,Anger.png,Anger.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Anger.png,89b2d01d-d99c-4a22-957c-d101cc14a15a,Anger,Carol Tavris,Anger.png
updated,Anger.png,Anger.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Anger.png,ee1ab432-f5c7-48b1-91c3-a96b2aa0b22e,Anger,Thich Nhat Hanh,Anger.png
updated,Angle of Repose.png,Angle of Repose.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Angle%20of%20Repose.png,03daf18e-f9b3-46a7-b097-8f9fd77588a2,Angle of Repose,Wallace Stegner,Angle of Repose.png
updated,Angry God.png,Angry God.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Angry%20God.png,00153e27-bd55-42f9-81f3-4c1924c5aaef,Angry God,L. J. Shen,Angry God.png
updated,Animal Kingdom.png,Animal Kingdom.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Animal%20Kingdom.png,8ac899b1-3fa7-4ef3-a6f3-1677acce5864,Animal Kingdom,Millie Marotta,Animal Kingdom.png
updated,Archidoodle.png,Archidoodle.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Archidoodle.png,8625dbcd-c30b-42f2-bcab-8063f298bca0,Archidoodle,Steve Bowkett,Archidoodle.png
updated,Armistice Runner.png,Armistice Runner.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Armistice%20Runner.png,284af40b-6685-4c2c-a759-09bd8432709b,Armistice Runner,Tom Palmer,Armistice Runner.png
updated,Artisan Sourdough Made Simple.png,Artisan Sourdough Made Simple.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Artisan%20Sourdough%20Made%20Simple.png,3c5de032-d853-49e7-b3af-08cf491e7bcf,Artisan Sourdough Made Simple,Emilie Raffa,Artisan Sourdough Made Simple.png
updated,As I Walked Out One Midsummer Morning.png,As I Walked Out One Midsummer Morning.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/As%20I%20Walked%20Out%20One%20Midsummer%20Morning.png,ef002b92-ddb6-48c3-84aa-fc89660aef80,As I Walked Out One Midsummer Morning,Laurie Lee,As I Walked Out One Midsummer Morning.png
updated,Ask an Astronaut.png,Ask an Astronaut.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Ask%20an%20Astronaut.png,7a802679-47e9-4c7f-9d44-f517ac4252b0,Ask an Astronaut,Tim Peake,Ask an Astronaut.png
updated,Astrology Uncovered.png,Astrology Uncovered.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Astrology%20Uncovered.png,be04239e-5d2b-4550-b887-8f611a488fd2,Astrology Uncovered,Julia Steyson,Astrology Uncovered.png
updated,At Dusk.png,At Dusk.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/At%20Dusk.png,b2a4894e-3239-4256-9eb3-6e63e7d726f0,At Dusk,Hwang SokYong,At Dusk.png
updated,At the Loch of the Green Corrie. Andrew Grieg.png,At the Loch of the Green Corrie. Andrew Grieg.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/At%20the%20Loch%20of%20the%20Green%20Corrie.%20Andrew%20Grieg.png,1029cf5d-516e-46d4-a6ab-84c22623ff59,At the Loch of the Green Corrie. Andrew Grieg,Andrew Greig,At the Loch of the Green Corrie. Andrew Grieg.png
updated,Atlas of Human Anatomy.png,Atlas of Human Anatomy.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Atlas%20of%20Human%20Anatomy.png,bca417b0-cfb6-4ebe-9010-bb47ff6df4cf,Atlas of Human Anatomy,Frank H. Netter MD,Atlas of Human Anatomy.png
updated,Atlas of Human Anatomy.png,Atlas of Human Anatomy.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Atlas%20of%20Human%20Anatomy.png,6e268c4c-1647-4d3f-9cf2-432c50f3955c,Atlas of Human Anatomy,Frank H. Netter,Atlas of Human Anatomy.png
updated,Attached.png,Attached.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Attached.png,89e1d956-af76-41ea-8fa1-f806fa2b5221,Attached,Amir Levine,Attached.png
updated,Attack of the 50 Foot Blockchain.png,Attack of the 50 Foot Blockchain.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Attack%20of%20the%2050%20Foot%20Blockchain.png,afe53d73-28c8-45ef-9487-925eac6a4823,Attack of the 50 Foot Blockchain,David Gerard,Attack of the 50 Foot Blockchain.png
updated,Attack of the Fiend.png,Attack of the Fiend.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Attack%20of%20the%20Fiend.png,47f4310f-2b7e-4c6e-80f8-4cbf7faf0d8a,Attack of the Fiend,Joseph Delaney,Attack of the Fiend.png
updated,Attack on Titan 1.png,Attack on Titan 1.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Attack%20on%20Titan%201.png,e4b4bb31-9712-48b2-a0b0-f37bde4c8312,Attack on Titan 1,Hajime Isayama,Attack on Titan 1.png
updated,Attacking Manual Volume 1.png,Attacking Manual Volume 1.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Attacking%20Manual%20Volume%201.png,8a02d5f4-4911-436c-b472-361736b74720,Attacking Manual Volume 1,Jacob Aagaard,Attacking Manual Volume 1.png
updated,Awesome Jokes That Every 6 Year Old Should Know!.png,Awesome Jokes That Every 6 Year Old Should Know!.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Awesome%20Jokes%20That%20Every%206%20Year%20Old%20Should%20Know%21.png,23c72e15-f190-4018-b79b-9c7a70de0b3d,Awesome Jokes That Every 6 Year Old Should Know!,Mat Waugh,Awesome Jokes That Every 6 Year Old Should Know!.png
updated,B.K.S. Iyengar Yoga.png,B.K.S. Iyengar Yoga.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/B.K.S.%20Iyengar%20Yoga.png,6cd04fa0-c30b-4213-9e4d-373a50ebb5fd,B.K.S. Iyengar Yoga,Bks Iyengar,B.K.S. Iyengar Yoga.png
updated,Baby University Board Book Set.png,Baby University Board Book Set.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Baby%20University%20Board%20Book%20Set.png,f70206ae-daab-4a51-8851-fcc1d69c3ca3,Baby University Board Book Set,Chris Ferrie,Baby University Board Book Set.png
updated,Backcountry Ski & Snowboard Routes.png,Backcountry Ski & Snowboard Routes.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Backcountry%20Ski%20%26%20Snowboard%20Routes.png,f771decc-db5c-4328-ab2e-1c65d6193ea7,Backcountry Ski & Snowboard Routes,Christopher Van Tilburg,Backcountry Ski & Snowboard Routes.png
updated,Bargaining for Advantage.png,Bargaining for Advantage.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Bargaining%20for%20Advantage.png,d969ef2b-bdd8-4c44-a67d-87d16234e3ca,Bargaining for Advantage,G. Richard Shell,Bargaining for Advantage.png
updated,Basketball's Greatest Players.png,Basketball's Greatest Players.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Basketball%27s%20Greatest%20Players.png,d4b8ae3a-77ca-4d24-af0a-343cac1c67f7,Basketball's Greatest Players,S. A. Kramer,Basketball's Greatest Players.png
updated,Battle Royale.png,Battle Royale.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Battle%20Royale.png,dc5c5a42-08d3-4be2-8b11-f73eb67b3650,Battle Royale,Koushun Takami,Battle Royale.png
updated,Because Internet.png,Because Internet.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Because%20Internet.png,442b24f5-0133-48a9-849c-d6767e2bb2fb,Because Internet,Gretchen McCulloch,Because Internet.png
updated,Beggars in Spain.png,Beggars in Spain.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Beggars%20in%20Spain.png,b73aff06-2a83-47f9-a724-bf12ca310f53,Beggars in Spain,Nancy Kress,Beggars in Spain.png
updated,Beginning JavaScript.png,Beginning JavaScript.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Beginning%20JavaScript.png,8a493e89-7a12-46b1-a8d4-dc11dab9b726,Beginning JavaScript,Paul Wilton,Beginning JavaScript.png
updated,Being Peace.png,Being Peace.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Being%20Peace.png,db1373f4-8fc2-4eaa-be84-952ea8b19c8a,Being Peace,Thich Nhat Hanh,Being Peace.png
updated,Beneath These Shadows.png,Beneath These Shadows.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Beneath%20These%20Shadows.png,d7b49d93-996c-4f39-a4ce-008540045744,Beneath These Shadows,Meghan March,Beneath These Shadows.png
updated,"Berlin Diaries, 19401945.png","Berlin Diaries, 19401945.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Berlin%20Diaries%2C%2019401945.png,1e91f519-de03-4f0c-9476-32aa14590099,"Berlin Diaries, 19401945",Marie Vassiltchikov,"Berlin Diaries, 19401945.png"
updated,Berlin.png,Berlin.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Berlin.png,d9d063d1-4013-4f1b-a0dc-f779d026809b,Berlin,Jason Lutes,Berlin.png
updated,Berlin.png,Berlin.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Berlin.png,9d3a30fd-d077-4b9d-8635-6a3af5e38212,Berlin,Charles de Lint,Berlin.png
updated,Better Off Red.png,Better Off Red.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Better%20Off%20Red.png,1d4be414-2607-437e-8295-832e9afa3d78,Better Off Red,Rebekah Weatherspoon,Better Off Red.png
updated,Beyond Good and Evil.png,Beyond Good and Evil.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Beyond%20Good%20and%20Evil.png,679a8294-d7f5-4df8-8211-49e1e84b90e1,Beyond Good and Evil,Friedrich Nietzsche,Beyond Good and Evil.png
updated,Beyond Good and Evil.png,Beyond Good and Evil.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Beyond%20Good%20and%20Evil.png,65a10ae1-5bf8-4aa3-b2b5-e2ad5969cf9f,Beyond Good and Evil,Hiroaki Samura,Beyond Good and Evil.png
updated,Big Book of Ketogenic Baking.png,Big Book of Ketogenic Baking.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Big%20Book%20of%20Ketogenic%20Baking.png,53a7e2bf-8f41-4f87-a68d-4015a97a5f4c,Big Book of Ketogenic Baking,Carolyn Ketchum,Big Book of Ketogenic Baking.png
updated,Big Girl Panties.png,Big Girl Panties.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Big%20Girl%20Panties.png,987289b0-5fa0-43fe-a7ab-d5ff0d50a9a6,Big Girl Panties,Fran Manushkin,Big Girl Panties.png
updated,Big Girl Panties.png,Big Girl Panties.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Big%20Girl%20Panties.png,08bb5d41-2a85-4fa3-87ae-61eb4bacc297,Big Girl Panties,ManushkinFranPetrone,Big Girl Panties.png
updated,"Birds, Nests & Eggs.png","Birds, Nests & Eggs.png",https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Birds%2C%20Nests%20%26%20Eggs.png,d41a96b5-3920-4f02-8e0d-9982da7eff61,"Birds, Nests & Eggs",Mel Boring,"Birds, Nests & Eggs.png"
updated,Birth Partner 5th Edition.png,Birth Partner 5th Edition.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Birth%20Partner%205th%20Edition.png,f8f7c2fa-b002-4964-bc73-0bdf2fdc151b,Birth Partner 5th Edition,Penny Simkin,Birth Partner 5th Edition.png
updated,Black and British.png,Black and British.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Black%20and%20British.png,e5743451-356a-4f43-8674-48304059e911,Black and British,David Olusoga,Black and British.png
updated,Body Kindness.png,Body Kindness.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Body%20Kindness.png,1074f822-cfcc-42d8-80d9-a1283b63da4d,Body Kindness,Rebecca Scritchfield,Body Kindness.png
updated,Book of Proof.png,Book of Proof.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Book%20of%20Proof.png,70b82fd5-08d1-4ade-9b10-b9fec2e31fe7,Book of Proof,Richard H. Hammack,Book of Proof.png
updated,Botany for Gardeners.png,Botany for Gardeners.png,https://ghpdpvatfmvsahzsqgpp.supabase.co/storage/v1/object/public/book-covers/Botany%20for%20Gardeners.png,9f2dbec8-dc60-4388-b500-faa4fb7db700,Botany for Gardeners,Brian Capon,Botany for Gardeners.png
